index,episode_time,steps,noise,episode_reward,avg_critic_loss,avg_actor_loss
0,2.4499984,147,0,23.220366,0,0
1,1.9999988,120,0,0.40709248,0.2074174,0.017462248
2,1.9999988,120,0,0.876469,0.15200438,-0.0084500685
3,1.3499994,81,0,1.3350977,0.11650076,-0.026663698
4,0.9333331,56,0,2.1067588,0.09517375,-0.04266155
5,1.0666664,64,0,21.739878,0.13588573,-0.08392582
6,1.0166664,61,0,1.9979013,0.12787312,-0.14163087
7,0.7333333,44,0,4.570999,0.107414804,-0.14198181
8,0.71666664,43,0,0.56708735,0.09549712,-0.17033118
9,0.6333334,38,0,3.6471481,0.077336036,-0.20389274
10,0.5666668,34,0,0.77141887,0.07951536,-0.2191393
11,0.6333334,38,0,2.0630732,0.0703828,-0.24001986
12,0.68333334,41,0,11.395459,0.077697046,-0.31406364
13,0.5666668,34,0,1.605545,0.071382634,-0.39424807
14,0.61666673,37,0,3.6625183,0.07163616,-0.43335885
15,0.55000013,33,0,5.0661016,0.06668874,-0.43575743
16,0.55000013,33,0,2.548463,0.070055805,-0.46587723
17,0.6333334,38,0,6.881688,0.056848507,-0.4703846
18,0.5166668,31,0,1.7933607,0.056599583,-0.48851508
19,0.6000001,36,0,3.1060052,0.058607012,-0.5134346
20,0.5666668,34,0,1.7755568,0.05206654,-0.5417719
21,0.6333334,38,0,9.308831,0.056068018,-0.5837724
22,0.65000004,39,0,4.226667,0.055074446,-0.65997446
23,0.74999994,45,0,3.442911,0.05514538,-0.7156889
24,0.7,42,0,3.4936018,0.05578209,-0.70542055
25,0.68333334,41,0,0.3285653,0.05388632,-0.671452
26,0.68333334,41,0,2.851533,0.049694385,-0.657764
27,0.65000004,39,0,1.070709,0.052968215,-0.68574506
28,0.6000001,36,0,0.6413842,0.046896137,-0.6836398
29,0.65000004,39,0,7.4659905,0.043296587,-0.70974845
30,0.58333343,35,0,3.0842345,0.03925896,-0.7311969
31,0.7,42,0,2.4899004,0.0408436,-0.7929406
32,0.6000001,36,0,0.666521,0.047609538,-0.8383643
33,0.7666666,46,0,3.2533946,0.04403658,-0.8642156
34,0.61666673,37,0,1.8217763,0.044455487,-0.8788558
35,0.8999998,54,0,2.8558564,0.04545198,-0.933348
36,0.6000001,36,0,1.1084818,0.043508474,-1.0028858
37,0.8666665,52,0,1.0381364,0.04155997,-1.0202153
38,0.7999999,48,0,3.9142654,0.043920122,-1.1346899
39,0.74999994,45,0,3.5338917,0.04131889,-1.1997566
40,0.91666645,55,0,4.701549,0.043659788,-1.2958118
41,0.7,42,0,2.746151,0.037757546,-1.3342222
42,1.0999997,66,0,5.3495398,0.037988614,-1.373975
43,0.8666665,52,0,8.16081,0.037142757,-1.4446685
44,1.1999996,72,0,5.559769,0.038230825,-1.5240028
45,0.8999998,54,0,1.6819639,0.037167333,-1.6145132
46,0.7666666,46,0,0.9908214,0.03463113,-1.6658077
47,0.81666654,49,0,4.516965,0.040328927,-1.7509528
48,0.68333334,41,0,7.0356426,0.033992615,-1.8395816
49,1.0166664,61,0,2.0613387,0.03409754,-1.8973067
50,0.6666667,40,0,1.7489941,0.037454005,-1.9776324
51,0.8333332,50,0,2.7364523,0.041753884,-2.0365264
52,0.9333331,56,0,10.49313,0.03686082,-2.1213276
53,0.58333343,35,0,2.2066143,0.031029213,-2.1712642
54,0.65000004,39,0,3.817865,0.0361714,-2.2635567
55,0.7666666,46,0,2.0026848,0.03492756,-2.3625255
56,0.84999985,51,0,5.165368,0.034942385,-2.498846
57,0.5166668,31,0,0.81117785,0.04134033,-2.5736833
58,0.6666667,40,0,1.6609797,0.03151494,-2.523222
59,0.6666667,40,0,2.6972122,0.03905958,-2.6723468
60,0.74999994,45,0,3.0366704,0.0349492,-2.7876632
61,0.6666667,40,0,1.2257497,0.04286723,-2.909536
62,1.2666662,76,0,4.1725426,0.03838741,-3.0527444
63,0.88333315,53,0,7.547824,0.04004594,-3.2621481
64,0.58333343,35,0,1.8915709,0.045631807,-3.4313452
65,0.74999994,45,0,1.070868,0.045487132,-3.5509903
66,0.9999997,60,0,0.4688149,0.041510656,-3.7207522
67,0.7999999,48,0,1.0664238,0.03988325,-3.923655
68,1.1833329,71,0,1.1626997,0.038914885,-4.0850053
69,1.2166662,73,0,1.8927355,0.04101206,-4.2593136
70,1.0666664,64,0,2.8432043,0.03810496,-4.4900723
71,0.98333305,59,0,1.3574936,0.040583882,-4.6217246
72,0.91666645,55,0,5.868097,0.040580597,-4.8235736
73,1.3833327,83,0,8.419749,0.03857763,-4.9977875
74,1.4333327,86,0,4.429201,0.040162984,-5.2672586
75,1.2499995,75,0,1.4720749,0.036230385,-5.507381
76,0.94999975,57,0,1.3001477,0.037960418,-5.7157383
77,1.2999995,78,0,0.85553145,0.034935795,-5.8106704
78,1.0999997,66,0,1.004229,0.034849085,-6.032999
79,1.0166664,61,0,0.8618124,0.033011608,-6.1560407
80,1.1999996,72,0,1.4641721,0.03740735,-6.3220696
81,1.3999994,84,0,1.6884902,0.032390475,-6.4603496
82,1.1166663,67,0,4.3143244,0.034736764,-6.6583624
83,1.0333331,62,0,3.0737498,0.034635887,-6.720759
84,1.133333,68,0,0.4858675,0.03395715,-6.858328
85,0.9666664,58,0,8.636153,0.037350636,-6.985264
86,0.74999994,45,0,3.1664925,0.03457045,-7.093892
87,0.7,42,0,0.26397,0.034660388,-7.095048
88,1.6166658,97,0,5.1031437,0.03258257,-7.1922984
89,1.2666662,76,0,1.2776098,0.035037458,-7.3336906
90,1.0499997,63,0,0.60423917,0.03590533,-7.4847503
91,0.7999999,48,0,5.0636406,0.038764622,-7.528814
92,1.0666664,64,0,1.2609968,0.039867595,-7.5948725
93,0.9333331,56,0,4.55478,0.035052676,-7.6420507
94,0.81666654,49,0,0.46660125,0.03855931,-7.6448545
95,1.0499997,63,0,0.82928085,0.0377441,-7.690632
96,1.133333,68,0,2.753102,0.038303293,-7.765941
97,1.3333328,80,0,6.476646,0.0375711,-7.8382874
98,1.3666661,82,0,7.7135596,0.03694604,-7.923238
99,1.6333325,98,0,2.167241,0.035550065,-8.028809
100,1.133333,68,0,5.2043896,0.035188936,-8.106199
101,1.6166658,97,0,8.852984,0.032428913,-8.221081
102,1.0666664,64,0,1.9877002,0.03411058,-8.344666
103,1.3166661,79,0,15.786056,0.035982057,-8.410682
104,1.3833327,83,0,4.6216836,0.038673297,-8.55338
105,0.7666666,46,0,4.7682743,0.03647003,-8.626101
106,1.3166661,79,0,0.5667904,0.03554694,-8.600918
107,1.0166664,61,0,2.2503726,0.037300024,-8.660814
108,1.6999991,102,0,6.3585696,0.03615158,-8.709841
109,2.466665,148,0,5.5179725,0.03803489,-8.873557
110,2.3666651,142,0,2.7691689,0.037446264,-9.019239
111,0.98333305,59,0,0.700497,0.037203014,-9.021451
112,1.6499991,99,0,1.2197602,0.039073095,-9.164507
113,0.9333331,56,0,0.80957246,0.042065818,-9.17346
114,0.5000002,30,0,1.138904,0.038877748,-9.21382
115,2.033332,122,0,3.8259952,0.036841664,-9.272265
116,1.9833322,119,0,1.4860446,0.040634435,-9.397123
117,1.3999994,84,0,7.103127,0.036940183,-9.423965
118,1.1499996,69,0,1.7424841,0.04090004,-9.491237
119,1.3166661,79,0,1.5726218,0.039318386,-9.544535
120,1.083333,65,0,1.9669714,0.0383113,-9.596109
121,1.1999996,72,0,3.0076132,0.03847071,-9.616771
122,0.91666645,55,0,1.9393871,0.042130228,-9.6859255
123,0.74999994,45,0,1.0278323,0.037653483,-9.739181
124,1.9833322,119,0,11.318136,0.036947485,-9.796964
125,0.71666664,43,0,0.28700885,0.039197385,-9.830167
126,0.7333333,44,0,2.2077878,0.03489891,-9.8916645
127,0.74999994,45,0,1.2157774,0.036898244,-9.920116
128,0.61666673,37,0,1.633615,0.038600735,-9.970235
129,0.84999985,51,0,0.86439294,0.037930675,-10.017327
130,0.71666664,43,0,0.6644541,0.03906268,-10.04378
131,1.0333331,62,0,1.1836724,0.040945195,-10.113383
132,0.71666664,43,0,3.031717,0.035230175,-10.119054
133,0.55000013,33,0,0.7512538,0.041331865,-10.202327
134,0.7,42,0,5.7169247,0.040155202,-10.2285595
135,0.7,42,0,3.8460436,0.039650634,-10.260247
136,0.7,42,0,1.6296101,0.03873446,-10.339575
137,0.58333343,35,0,1.6327193,0.034413,-10.343312
138,0.6666667,40,0,0.68078244,0.034830302,-10.355417
139,0.88333315,53,0,4.9057384,0.037597414,-10.470021
140,0.7333333,44,0,0.9459639,0.0376257,-10.46425
141,0.7666666,46,0,2.4117098,0.038909163,-10.5827465
142,0.7,42,0,3.7858937,0.034046136,-10.598411
143,1.0666664,64,0,12.026152,0.038787976,-10.646424
144,1.083333,65,0,2.00364,0.03378515,-10.643366
145,1.2666662,76,0,1.6421382,0.037682947,-10.771943
146,1.2666662,76,0,8.979323,0.036158144,-10.836832
147,2.1166654,127,0,2.9909475,0.03577275,-10.902166
148,0.94999975,57,0,3.1091862,0.03616029,-10.947073
149,0.8333332,50,0,2.182745,0.034363654,-11.032696
150,0.91666645,55,0,3.6397514,0.034121346,-11.045138
151,1.6333325,98,0,6.094166,0.035172477,-11.0825615
152,0.91666645,55,0,2.3495317,0.035449922,-11.117774
153,0.84999985,51,0,3.7848146,0.035761762,-11.171921
154,1.3166661,79,0,12.552868,0.035678104,-11.239795
155,1.1833329,71,0,4.3150244,0.036643766,-11.327896
156,0.88333315,53,0,5.953704,0.036940522,-11.325234
157,1.5166659,91,0,1.6944455,0.0355967,-11.454774
158,1.0499997,63,0,1.8685105,0.033703767,-11.471971
159,1.4999993,90,0,9.433681,0.037411835,-11.5542345
160,0.94999975,57,0,0.39363572,0.037061524,-11.605576
161,1.6499991,99,0,2.3392315,0.03812915,-11.62548
162,1.849999,111,0,7.1594243,0.03811009,-11.722178
163,1.4499993,87,0,12.843148,0.037729055,-11.81435
164,1.8166656,109,0,25.141474,0.03718755,-11.85415
165,1.0666664,64,0,2.9238522,0.040465917,-11.919746
