index,episode_time,steps,noise,episode_reward,avg_critic_loss,avg_actor_loss
0,2.4499984,147,0,23.263176,0,0
1,1.9999988,120,0,0.40841657,0.208623,0.010203734
2,2.183332,131,0,0.89296967,0.14666817,-0.03002545
3,2.616665,157,0,2.4288952,0.09534393,-0.06945317
4,1.849999,111,0,2.8009117,0.06509519,-0.11272105
5,1.9166656,115,0,26.875404,0.05691539,-0.2246838
6,0.94999975,57,0,2.1173098,0.050451096,-0.32507905
7,0.78333324,47,0,2.7711902,0.040082507,-0.26079315
8,0.7,42,0,0.562539,0.032584876,-0.2736084
9,0.98333305,59,0,1.2998104,0.04246135,-0.3138209
10,0.7333333,44,0,0.518046,0.0402502,-0.48355535
11,0.78333324,47,0,2.0358956,0.037627682,-0.5858937
12,0.7333333,44,0,12.13048,0.047849536,-0.70416284
13,0.7333333,44,0,1.6466409,0.047682006,-0.77759135
14,0.71666664,43,0,6.3460875,0.042051956,-0.7988059
15,0.68333334,41,0,5.613564,0.042755444,-0.82698274
16,0.7,42,0,2.691663,0.03896428,-0.9488441
17,0.7,42,0,6.844709,0.043350108,-1.0805014
18,0.65000004,39,0,2.044165,0.04079854,-1.1824269
19,0.9666664,58,0,2.1849592,0.04259226,-1.2316235
20,0.8999998,54,0,1.6512794,0.041222207,-1.3765672
21,0.9666664,58,0,7.6906075,0.038744412,-1.5514094
22,0.98333305,59,0,4.833477,0.03990399,-1.6753514
23,1.8666656,112,0,2.3356302,0.03756226,-1.870283
24,1.7166657,103,0,4.206363,0.03621412,-2.1120071
25,2.3833318,143,0,0.3710648,0.03553345,-2.2888644
26,1.2666662,76,0,2.484095,0.034548342,-2.3925729
27,0.78333324,47,0,1.0288146,0.030544233,-2.452309
28,0.6000001,36,0,0.6778547,0.027830573,-2.4411635
29,0.7333333,44,0,7.468993,0.031463545,-2.5080662
30,0.7333333,44,0,3.1254559,0.032354172,-2.5531209
31,0.91666645,55,0,2.7019045,0.033919644,-2.5126038
32,0.68333334,41,0,0.7808735,0.03315974,-2.5103376
33,0.6666667,40,0,5.0690584,0.034410924,-2.5418522
34,0.5666668,34,0,1.5323436,0.03275645,-2.484405
35,1.6499991,99,0,2.1634252,0.029622864,-2.575071
36,0.6000001,36,0,0.9445943,0.033433832,-2.6625566
37,0.6333334,38,0,0.48232046,0.03261438,-2.6234827
38,1.133333,68,0,1.6078106,0.032389104,-2.7397127
39,1.3166661,79,0,4.760887,0.025766406,-2.8704348
40,0.7666666,46,0,5.045747,0.030335499,-2.9058387
41,0.98333305,59,0,1.1613544,0.025754053,-2.89376
42,1.749999,105,0,8.559861,0.027315594,-2.915521
43,1.3833327,83,0,9.573805,0.028723523,-3.0046947
44,0.5666668,34,0,3.3666062,0.028603442,-2.968999
45,1.2499995,75,0,2.7962048,0.028638978,-2.9843445
46,1.0333331,62,0,1.6926614,0.029750148,-3.0193443
