index,episode_time,steps,noise,episode_reward,avg_critic_loss,avg_actor_loss
0,2.4499984,147,0,23.093832,0,0
1,1.9999988,120,0,0.40683442,0.19750628,-0.09795635
2,1.0166664,61,0,0.8015822,0.046062607,-0.17035529
3,0.61666673,37,0,0.41837844,0.0024762119,-0.19878505
4,0.6333334,38,0,0.9947624,0.001642133,-0.24386562
5,1.466666,88,0,5.7847886,0.0267947,-0.35978147
6,0.45000017,27,0,1.0281034,0.017304147,-0.47069073
7,0.84999985,51,0,1.5518869,0.021357482,-0.7339426
8,0.81666654,49,0,0.42302537,0.0036324237,-1.0417744
9,1.4833326,89,0,1.024192,0.007688075,-1.1739365
10,0.98333305,59,0,0.49624547,0.002319477,-1.2897798
11,0.8999998,54,0,2.1045039,0.0027517837,-1.2969334
12,0.61666673,37,0,4.6878386,0.02578262,-1.3659493
13,0.8666665,52,0,1.9693607,0.006397437,-1.613723
14,1.749999,105,0,2.7233984,0.005473796,-1.726652
15,1.8333323,110,0,49.399166,0.027083777,-2.3232095
16,0.7333333,44,0,3.126501,0.02519019,-2.8914356
17,0.81666654,49,0,5.0278506,0.023331307,-3.19974
18,1.133333,68,0,6.403393,0.016479507,-3.6480339
19,0.6333334,38,0,2.0916665,0.017695773,-4.032175
20,1.0666664,64,0,4.961631,0.024194736,-4.385876
21,1.5666659,94,0,59.72418,0.01826244,-4.8264065
22,0.68333334,41,0,4.235176,0.026181115,-5.146519
23,0.68333334,41,0,6.5757656,0.025648965,-5.3603425
24,0.7666666,46,0,22.351484,0.023628153,-5.6240506
25,1.1999996,72,0,0.48889196,0.030566307,-5.9566307
26,1.0999997,66,0,23.401445,0.02014652,-6.3045263
27,1.416666,85,0,3.6099374,0.020578062,-6.6764054
28,1.7166657,103,0,17.848444,0.029352834,-7.1927147
29,0.81666654,49,0,6.4036484,0.03385575,-7.5600286
30,3.0166645,181,0,17.170658,0.028919159,-8.408427
31,1.5333326,92,0,2.0727873,0.032651696,-9.395006
32,1.0499997,63,0,1.6441115,0.03610009,-9.927352
33,1.6166658,97,0,8.35931,0.042362694,-10.384314
34,2.083332,125,0,18.623362,0.03398237,-11.005084
35,0.61666673,37,0,2.580368,0.034290332,-11.515854
36,1.2499995,75,0,2.4365947,0.044028893,-11.7232895
37,1.3666661,82,0,7.924964,0.04199438,-12.033334
38,0.8333332,50,0,3.797978,0.03878511,-12.278721
39,2.8166647,169,0,5.8477774,0.03711855,-12.675561
40,0.98333305,59,0,3.4977148,0.03910353,-13.03375
41,0.88333315,53,0,4.9256816,0.038277518,-13.1105
42,0.8999998,54,0,11.359104,0.03775126,-13.458515
43,3.0166645,181,0,61.268913,0.04749994,-14.013706
44,1.1666663,70,0,27.184855,0.039930105,-14.476051
45,0.81666654,49,0,2.0559132,0.034844108,-14.616901
46,1.6833324,101,0,22.09741,0.0321531,-14.848308
47,1.2333329,74,0,10.84129,0.041919127,-15.237001
48,1.7333324,104,0,32.109486,0.039444577,-15.531362
49,0.7333333,44,0,1.8877206,0.036667295,-15.682631
50,1.6666658,100,0,8.196164,0.03344041,-15.821415
51,1.1999996,72,0,14.1805935,0.059798907,-16.089735
52,1.9666655,118,0,43.89302,0.037783418,-16.445051
53,2.949998,177,0,14.278002,0.03624118,-16.81683
54,1.8833323,113,0,40.66677,0.047948454,-17.16435
55,1.3499994,81,0,24.73844,0.042885948,-17.463554
56,1.5333326,92,0,62.223637,0.050704375,-17.84211
57,2.7333314,164,0,2.5768316,0.044185616,-18.162004
58,2.799998,168,0,65.58019,0.05520452,-18.683983
59,3.0166645,181,0,12.702719,0.062427524,-19.21351
60,1.0666664,64,0,6.1804404,0.050048355,-19.56348
61,1.1499996,69,0,9.34564,0.06896792,-19.634914
62,1.6166658,97,0,12.854906,0.055763293,-19.853333
63,2.2833319,137,0,67.328964,0.05646958,-20.227816
