step,time_s,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z,roll,pitch,lon_flap,lat_flap,pos_err_y,norm_state_0,norm_state_1,norm_state_2,norm_state_3,norm_state_4,norm_state_5,norm_state_6,norm_state_7,norm_state_8,norm_state_9,norm_state_10,collective,lateral_cyclic,longitudinal_cyclic,tail_rotor_cyclic
144,2.416665,0.046434183,-0.061035443,0.16835098,-0.011505184,0.04275316,-0.00016460638,0.0007664971,0.056292325,-0.00061933586,0.013460394,0.005707911,0.046400838,-0.060959764,0.16677834,-0.023006307,0.08529854,-0.00032921275,0.0012774945,0.09354622,-0.0012386711,0.026914287,0.0057078493,0.9767248,-0.19546485,0.019939998,0.98330885
145,2.4333317,0.04638484,0.01556436,0.15514156,-0.0021576849,0.028144844,-0.000041722087,0.00079222495,0.056255993,0.0006639801,-0.0013995031,0.005822134,0.046351604,0.015563103,0.15390873,-0.0043153428,0.05623031,-0.000083444174,0.0013203741,0.0934862,0.0013279594,-0.002798999,0.0058220685,0.2910819,0.3396653,0.065686785,0.695114
146,2.4499984,0.04606495,0.08943553,0.14576215,-0.0031295628,0.013629787,-0.00017346436,0.0008021181,0.056203645,0.0040458413,0.017665446,0.00717452,0.046032395,0.08919784,0.14473853,-0.0062590437,0.027252823,-0.00034692872,0.0013368627,0.09339972,0.008091506,0.0353162,0.007174397,-0.9220351,-0.25244695,0.010526536,-0.1537492
147,2.466665,0.04532234,0.08114633,0.13881822,0.009138111,-0.0067741578,-0.00097621046,0.0007794944,0.056356043,0.0033409155,-0.0018130019,0.00839508,0.045291334,0.080968685,0.13793334,0.018274188,-0.013547487,-0.0019524185,0.0012991566,0.09365149,0.0066817314,-0.003625988,0.008394883,-0.860533,0.14082415,-0.012050075,-0.75227886
148,2.4833317,0.045153916,-0.07256079,0.15100498,0.007879083,0.0047961334,-0.0016390907,0.00075669657,0.0564873,0.0016105728,0.006323564,0.007046143,0.045123253,-0.07243371,0.1498676,0.015756862,0.009591972,-0.0032781698,0.0012611602,0.09386832,0.0032211344,0.012646453,0.0070460266,0.9909313,-0.5573903,-0.13444084,0.8371433
149,2.4999983,0.044835232,-0.21887822,0.1746774,0.012270447,0.06029895,-0.0019586491,0.00078099355,0.056691036,-0.006277609,-0.026339341,0.003239661,0.044805214,-0.21544862,0.17292222,0.024535969,0.12001663,-0.0039172783,0.0013016552,0.09420488,-0.012554559,-0.052630007,0.0032396496,0.999991,0.13234353,0.061385985,0.99968135
150,2.516665,0.04604243,-0.14330953,0.17414856,-0.006020771,0.05697342,-0.00071309344,0.0008229448,0.05658993,-0.0009706947,-0.010770414,0.00069146045,0.046009924,-0.14233644,0.17240915,-0.01204096,0.11345623,-0.001426186,0.0013715738,0.094037876,-0.001941387,-0.021537498,0.00069146033,0.9996874,0.36374262,-0.002932272,0.9978462
151,2.5333316,0.046024024,-0.06667594,0.16676159,-0.013500228,0.042276517,-0.000520495,0.00085409626,0.05636434,-0.0008363861,0.01271252,-0.00057395967,0.045991555,-0.06657731,0.16523275,-0.026993895,0.08435211,-0.0010409896,0.0014234928,0.0936652,-0.0016727707,0.025419561,-0.0005739596,0.98651725,-0.1715095,0.02238597,0.97984695
152,2.5499983,0.04601419,0.009944603,0.15374829,-0.0046720877,0.0276993,-0.0003545446,0.00087421347,0.05628607,0.00064330816,-0.00056170113,-0.0005519647,0.045981742,0.009944275,0.15254818,-0.0093439035,0.055341996,-0.0007090891,0.0014570213,0.09353589,0.0012866156,-0.0011234018,-0.0005519646,0.52139175,0.3193918,0.06056537,0.6537092
153,2.566665,0.045684457,0.08498559,0.14424512,-0.0050621596,0.013856213,-0.00048218545,0.0008791755,0.056201495,0.0037464066,0.017164938,0.0007278511,0.045652702,0.08478158,0.14325295,-0.010123974,0.027705334,-0.0009643706,0.0014652914,0.093396164,0.007492673,0.034316394,0.000727851,-0.8761159,-0.23263429,0.012239501,-0.23367794
154,2.5833316,0.044844702,0.1042988,0.13770978,0.006857942,0.0047961827,-0.0012255191,0.0008632573,0.056315728,0.003224577,-0.0010355916,0.002334867,0.044814665,0.10392224,0.13684583,0.013715024,0.009592071,-0.0024510333,0.001438761,0.09358489,0.0064490647,-0.0020711801,0.0023348627,-0.9487842,0.17309178,0.020899918,-0.7192342
155,2.5999982,0.04460038,-0.043908443,0.15143363,0.0061387806,0.022595813,-0.0018653162,0.0008534239,0.056417715,0.0033287723,0.008651675,0.0014625407,0.04457083,-0.043880247,0.15028659,0.012276945,0.045160886,-0.0037306151,0.0014223722,0.093753375,0.0066574463,0.017301623,0.0014625397,0.96238714,-0.5994383,-0.14880534,0.89769405
156,2.616665,0.044231486,-0.20080532,0.17451796,0.012146889,0.0748819,-0.0025257862,0.0008819493,0.05661908,-0.0058913575,-0.027036205,-0.0020427979,0.044202663,-0.19814914,0.17276755,0.024289,0.14865406,-0.0050515295,0.0014699145,0.09408603,-0.01178217,-0.05401977,-0.002042795,0.9999802,0.1175899,0.057003118,0.9997978
157,2.6333315,0.045286413,-0.12866011,0.17289297,-0.0066282568,0.065947466,-0.0013568674,0.0009215661,0.05650762,-0.0009555649,-0.012046222,-0.004345758,0.04525548,-0.12795486,0.17119062,-0.013255737,0.13113539,-0.002713728,0.0015359423,0.093901895,-0.0019111275,-0.024087783,-0.0043457304,0.9994215,0.40710562,0.00047469136,0.9980839
158,2.6499982,0.045224637,-0.052032012,0.16580442,-0.014993689,0.051241662,-0.0011672725,0.0009503012,0.056256935,-0.0006504457,0.014231708,-0.0053662495,0.04519383,-0.051985107,0.16430156,-0.029978393,0.10212604,-0.0023345407,0.001583834,0.09348776,-0.0013008907,0.028455732,-0.005366198,0.9741694,-0.20547237,0.017903024,0.9834298
159,2.6666648,0.045132086,0.02455515,0.15241297,-0.005110558,0.03663574,-0.0010382155,0.0009673537,0.05617118,0.0005145866,-0.0013672961,-0.005099528,0.045101468,0.024550216,0.15124366,-0.0102207605,0.073140636,-0.002076428,0.0016122547,0.09334608,0.0010291728,-0.0027345854,-0.0050994838,0.23809494,0.35186046,0.06651372,0.69729674
160,2.6833315,0.04479825,0.09811315,0.14302059,-0.0060600685,0.022002134,-0.0011403162,0.00096894393,0.05606982,0.003972242,0.018403355,-0.0035997392,0.044768307,0.09779954,0.14205334,-0.012119544,0.04397589,-0.0022806285,0.0016149051,0.093178615,0.007944318,0.0367901,-0.0035997236,-0.92864406,-0.26264554,0.0064901393,-0.13234077
161,2.6999981,0.044048894,0.083465874,0.13602337,0.00672004,-0.00038145616,-0.001928459,0.0009364517,0.056181826,0.003053705,-0.0018231217,-0.0023374506,0.044020426,0.08327259,0.13519062,0.013439271,-0.00076291215,-0.003856899,0.0015607515,0.093363665,0.006107334,-0.0036462273,-0.0023374464,-0.82402253,0.13734114,-0.015511222,-0.7480251
162,2.7166648,0.04384946,-0.07104085,0.14776897,0.0054539833,0.0095843375,-0.0025343532,0.000903209,0.056272585,0.0012089129,0.0061665485,-0.003657447,0.04382138,-0.07092158,0.14670274,0.010907534,0.019166328,-0.005068663,0.0015053471,0.093513615,0.0024178212,0.012332472,-0.0036574306,0.9934921,-0.5550294,-0.1286617,0.82586455
163,2.7333314,0.04350036,-0.21299106,0.1712923,0.009736308,0.06522238,-0.0027742186,0.0009183035,0.056433875,-0.0062512965,-0.02627594,-0.007362006,0.043472942,-0.20982766,0.16963644,0.019470155,0.12970988,-0.0055483803,0.0015305046,0.09378008,-0.012501942,-0.052503556,-0.007361873,0.9999921,0.13734719,0.06777437,0.9996311
164,2.749998,0.04466898,-0.13712388,0.1709293,-0.008510877,0.062823564,-0.0015338801,0.00095180824,0.05629104,-0.0006169197,-0.010411687,-0.009803355,0.044639293,-0.13627085,0.16928385,-0.017020112,0.12499007,-0.0030677507,0.0015863457,0.0935441,-0.0012338388,-0.020820364,-0.009803041,0.999716,0.36095724,-0.009236461,0.99767005
165,2.7666647,0.044532012,-0.060497604,0.163411,-0.015741218,0.048130352,-0.0014114766,0.0009733666,0.05602792,-0.0009527758,0.012844168,-0.010961858,0.044502597,-0.060423907,0.16197185,-0.03147204,0.095964484,-0.0028229458,0.0016222763,0.09310939,-0.0019055493,0.025682686,-0.010961419,0.9875474,-0.1655337,0.022697037,0.9783684
166,2.7833314,0.04451725,0.016118813,0.1503194,-0.0068216575,0.033567123,-0.0012224347,0.0009843323,0.055913683,0.0005658369,-0.000108565204,-0.01083291,0.044487864,0.016117418,0.14919734,-0.0136424685,0.06703357,-0.0024448645,0.0016405522,0.092920646,0.0011316733,-0.00021713041,-0.010832487,0.54646945,0.31718513,0.057697576,0.63842434
167,2.799998,0.044173285,0.0912765,0.1406834,-0.0068970495,0.01987543,-0.0013347036,0.0009806026,0.055798396,0.0035221041,0.017386373,-0.009444047,0.044144575,0.091023855,0.13976257,-0.0137932245,0.039729934,-0.002669401,0.0016343362,0.09273016,0.007044092,0.03475874,-0.009443766,-0.86867917,-0.22949375,0.010734712,-0.25020885
168,2.8166647,0.043327786,0.11358856,0.13429147,0.0051768194,0.012871105,-0.002033535,0.00095870625,0.055884466,0.002974609,-0.0006835889,-0.007678184,0.043300692,0.11310255,0.13348997,0.010353269,0.025736526,-0.0040670475,0.0015978423,0.09287237,0.0059491475,-0.001367177,-0.0076780333,-0.95415443,0.1739765,0.025160812,-0.70275915
169,2.8333313,0.04304716,-0.03373456,0.14826258,0.0047021047,0.03194827,-0.0026237355,0.0009447904,0.055962328,0.0033772965,0.0089660045,-0.008377083,0.04302059,-0.033721767,0.14718568,0.009403932,0.06380972,-0.005247423,0.0015746492,0.093001015,0.00675449,0.017930087,-0.008376887,0.9555027,-0.6068653,-0.14632751,0.91080964
170,2.849998,0.04264859,-0.19128308,0.17095765,0.010928498,0.08300591,-0.003293834,0.0009675292,0.056143153,-0.0057352916,-0.027205957,-0.011719307,0.042622752,-0.18898375,0.1693114,0.021853516,0.16450337,-0.0065875724,0.0016125472,0.09329978,-0.01147008,-0.05435828,-0.0117187705,0.9999785,0.116523236,0.061396584,0.9998112
171,2.8666646,0.043634385,-0.11997019,0.1690218,-0.007964526,0.072827734,-0.0021558786,0.0009997268,0.056009214,-0.00062131835,-0.012198988,-0.013872645,0.043606713,-0.11939791,0.16743043,-0.015927706,0.14463408,-0.0043117306,0.0016662098,0.09307849,-0.0012426361,-0.024393138,-0.013871755,0.999388,0.419478,-0.00445658,0.99808663
172,2.8833313,0.043464974,-0.04334918,0.16189297,-0.016436046,0.05812091,-0.0020326022,0.0010200131,0.055734307,-0.0007047523,0.014827333,-0.014743577,0.043437622,-0.04332205,0.16049327,-0.032860257,0.11572108,-0.004065182,0.0017000202,0.092624255,-0.0014095036,0.029645978,-0.0147425085,0.9719969,-0.21236067,0.016465487,0.98398495
173,2.899998,0.04335896,0.033227634,0.14827874,-0.006139286,0.04351334,-0.0018927704,0.0010288856,0.055631243,0.00038439303,-0.0013173595,-0.014327309,0.04333181,0.03321541,0.14720151,-0.012277954,0.08680764,-0.0037855227,0.0017148076,0.09245395,0.0007687859,-0.002634713,-0.014326328,0.19277014,0.36097187,0.06561444,0.70560586
174,2.9166646,0.04303032,0.10651895,0.13878228,-0.007054118,0.028746244,-0.0019690385,0.0010227135,0.05551318,0.0038197427,0.018952532,-0.0126823345,0.043003783,0.106117904,0.13789809,-0.0141073,0.057429224,-0.0039380565,0.0017045208,0.09225886,0.007639337,0.03788692,-0.012681655,-0.93386286,-0.269636,0.0032541042,-0.103836186
175,2.9333313,0.042304188,0.08643212,0.1315598,0.0061073643,0.004233656,-0.002726924,0.0009811951,0.0556149,0.0027585833,-0.0018176436,-0.011365218,0.042278968,0.08621753,0.13080601,0.012214121,0.00846711,-0.005453794,0.0016353236,0.09242695,0.0055171107,-0.0036352712,-0.011364729,-0.78584397,0.13414282,-0.018845502,-0.7475032
176,2.949998,0.042097293,-0.06870681,0.14266418,0.0048451107,0.0120947845,-0.0032742622,0.0009378594,0.05569546,0.00081134145,0.0060055535,-0.012640259,0.04207244,-0.0685989,0.14170411,0.009689918,0.024184853,-0.006548431,0.0015630977,0.09256006,0.0016226815,0.01201053,-0.012639586,0.99514157,-0.55152416,-0.121851034,0.80455947
177,2.9666646,0.041746583,-0.20608819,0.1660558,0.009015633,0.06821036,-0.0034352434,0.00094408024,0.055844653,-0.0061631855,-0.026182922,-0.016223526,0.04172235,-0.20321923,0.16454615,0.018029312,0.13558069,-0.0068703787,0.0015734658,0.092806585,-0.012325747,-0.05231803,-0.016222103,0.99999267,0.14116053,0.073668174,0.9995614
178,2.9833312,0.0428849,-0.13002945,0.16599043,-0.009166952,0.06742457,-0.0022123884,0.00096993224,0.05569079,-0.00024533458,-0.010128258,-0.018540619,0.04285863,-0.12930155,0.16448255,-0.01833185,0.13403767,-0.004424748,0.0016165522,0.09255235,-0.0004906691,-0.020253746,-0.018538496,0.99972564,0.3564139,-0.015548615,0.99753577
179,2.9999979,0.042648338,-0.053407986,0.15831088,-0.016200466,0.05273644,-0.0021637108,0.0009827358,0.055419914,-0.0010550442,0.012798214,-0.01957484,0.0426225,-0.053357262,0.15700145,-0.0323896,0.105083495,-0.0043273945,0.0016378914,0.09210474,-0.0021100855,0.02559084,-0.01957234,0.98766804,-0.15647325,0.02312236,0.9772014
180,3.0166645,0.042647865,0.02320391,0.1451369,-0.0073128166,0.03818334,-0.0019543758,0.0009854217,0.055297416,0.0005065884,0.00036352035,-0.019321693,0.042622026,0.023199746,0.14412631,-0.01462459,0.07621857,-0.0039087315,0.0016423679,0.0919023,0.0010131764,0.0007270406,-0.019319288,0.5442596,0.31186858,0.05370425,0.6279566
181,3.0333312,0.04230766,0.09837116,0.13531418,-0.0070603723,0.024581296,-0.0020548895,0.0009738199,0.055179335,0.0032509826,0.017422903,-0.017808363,0.042282436,0.09805508,0.13449432,-0.014119806,0.049123023,-0.0041097556,0.0016230317,0.09170716,0.0065018735,0.03483171,-0.01780648,-0.86984503,-0.22329609,0.009984758,-0.26200137
182,3.0499978,0.041502375,0.120412365,0.12902343,0.00503887,0.018250518,-0.0026999242,0.00094564003,0.05526302,0.0027360932,-0.000317242,-0.015922679,0.041478563,0.11983376,0.12831222,0.010077399,0.036484834,-0.0053997957,0.0015760653,0.09184546,0.005472132,-0.00063448393,-0.015921334,-0.95439863,0.16608238,0.02418419,-0.69220686
183,3.0666645,0.041215904,-0.027055942,0.14311698,0.004818564,0.0381682,-0.0032427998,0.0009268129,0.05534273,0.0031495902,0.008784218,-0.016504226,0.04119258,-0.027049342,0.1421478,0.00963683,0.07618847,-0.0064855088,0.0015446867,0.09197719,0.006299097,0.017566629,-0.016502729,0.95543677,-0.60701174,-0.14027229,0.9192382
184,3.083331,0.040815495,-0.1846401,0.1655093,0.010918719,0.0884606,-0.003867719,0.00094417174,0.055523336,-0.005570259,-0.027338786,-0.019729258,0.040792845,-0.18257007,0.1640144,0.021833967,0.17509808,-0.007735284,0.0015736183,0.09227564,-0.011140057,-0.05462315,-0.0197267,0.9999793,0.11699781,0.06632121,0.9998217
185,3.0999978,0.04176099,-0.113339946,0.16334298,-0.008066557,0.077669635,-0.00276251,0.00096998346,0.055387653,-0.0002486538,-0.0122626545,-0.021765396,0.04173673,-0.1128571,0.1619056,-0.016131716,0.15410176,-0.0055249636,0.0016166377,0.092051424,-0.00049730757,-0.024520393,-0.02176196,0.9994037,0.42793068,-0.010540363,0.99811983
186,3.1166644,0.04150025,-0.036722902,0.15613101,-0.01658229,0.062962085,-0.0027131746,0.0009827843,0.055110253,-0.00079259515,0.015248257,-0.022519171,0.041476443,-0.036706403,0.15487461,-0.033152424,0.12526278,-0.005426296,0.0016379723,0.09159299,-0.001585189,0.030487062,-0.022515366,0.97201586,-0.21663752,0.015478954,0.9846445
187,3.133331,0.04141356,0.03985146,0.14231601,-0.0059932196,0.0483528,-0.0025559128,0.0009845971,0.05500958,0.0002589976,-0.0012642993,-0.021985719,0.0413899,0.03983038,0.14136292,-0.011985865,0.09640526,-0.005111781,0.0016409936,0.09142661,0.00051799515,-0.0025285932,-0.021982178,0.18585786,0.3672952,0.06319284,0.71470743
188,3.1499977,0.041112684,0.11314093,0.13269573,-0.006871206,0.033538792,-0.0026073013,0.0009718834,0.054894507,0.003590464,0.019331768,-0.020223556,0.041089535,0.112660624,0.13192233,-0.013741547,0.066977166,-0.005214555,0.0016198042,0.09123642,0.0071808044,0.038644284,-0.0202208,-0.93479633,-0.27375194,0.0008308886,-0.07748164
189,3.1666644,0.040421724,0.09222054,0.12516034,0.0065536383,0.008137073,-0.003319695,0.0009240197,0.0550036,0.0024585547,-0.001789445,-0.018802932,0.040399723,0.09195999,0.124510854,0.013106526,0.01627271,-0.006639292,0.0015400316,0.09141672,0.00491707,-0.0035788747,-0.018800717,-0.78010315,0.13824636,-0.018039295,-0.7489441
190,3.183331,0.04022397,-0.0630351,0.13565876,0.0053109676,0.014083653,-0.0038075033,0.0008735003,0.055091903,0.0006402739,0.006241588,-0.019975835,0.04020229,-0.06295174,0.13483265,0.010621536,0.028159859,-0.0076148594,0.0014558327,0.091562666,0.0012805471,0.012482528,-0.01997318,0.9954694,-0.555001,-0.11738212,0.78111386
191,3.1999977,0.039891295,-0.19973297,0.1589698,0.0096454015,0.07038527,-0.003934542,0.00087271945,0.055251632,-0.0060447226,-0.026221285,-0.023445373,0.03987015,-0.19711868,0.15764408,0.01928841,0.139848,-0.007868922,0.0014545313,0.09182663,-0.012088857,-0.052394547,-0.023441078,0.99999315,0.13733536,0.07823338,0.9995089
192,3.2166643,0.041011233,-0.12363738,0.15927157,-0.008563824,0.07131037,-0.0027351915,0.00089277286,0.055107847,0.0000770553,-0.0103738755,-0.02564847,0.040988255,-0.123011224,0.15793833,-0.017125973,0.14166154,-0.0054703285,0.0014879537,0.09158901,0.0001541106,-0.020744774,-0.025642846,0.9997312,0.36259302,-0.020616738,0.997541
193,3.233331,0.040706284,-0.04701789,0.15155981,-0.015767902,0.05662602,-0.00275048,0.00089885626,0.05484421,-0.0011203437,0.012960065,-0.02656878,0.040683817,-0.046983276,0.15040992,-0.031525355,0.11277033,-0.0055009048,0.0014980925,0.09115329,-0.0022406837,0.025914326,-0.02656253,0.9875751,-0.15585445,0.021834569,0.9776428
194,3.2499976,0.040730078,0.029591944,0.138255,-0.0067678588,0.042072803,-0.0025281894,0.0008951696,0.054730766,0.00038170535,0.0004995512,-0.026201762,0.04070757,0.029583309,0.1373808,-0.0135348905,0.08394757,-0.0050563356,0.0014919481,0.090965785,0.0007634105,0.000999102,-0.026195768,0.53508645,0.31434762,0.05077486,0.63381064
195,3.2666643,0.040427804,0.10474546,0.12830043,-0.006420948,0.028434806,-0.002603925,0.0008777045,0.054623343,0.002995774,0.017641343,-0.024574764,0.040405795,0.10436406,0.12760104,-0.01284119,0.056808382,-0.005207803,0.0014628397,0.09078822,0.005991476,0.035268053,-0.024569819,-0.8731094,-0.22410764,0.008080485,-0.24840543
196,3.283331,0.039683394,0.12568332,0.121784806,0.0058299834,0.021332394,-0.0031983252,0.000843861,0.054720204,0.0024481907,-0.00022462942,-0.022593634,0.039662577,0.1250257,0.12118627,0.011659439,0.04263892,-0.0063965633,0.0014064341,0.09094832,0.0048963423,-0.0004492588,-0.02258979,-0.95285773,0.16613986,0.022556562,-0.69380116
197,3.2999976,0.039419036,-0.022179663,0.13552697,0.005673991,0.040230382,-0.0036840774,0.00081922184,0.05481421,0.0028552918,0.008836774,-0.023085954,0.039398633,-0.022176027,0.13470325,0.011347495,0.08028758,-0.0073680216,0.0013653688,0.091103695,0.0057105217,0.017671708,-0.023081854,0.9583359,-0.6090821,-0.13454367,0.9145003
198,3.3166642,0.03904359,-0.17958277,0.1578624,0.01181064,0.09064831,-0.004250604,0.00083143223,0.055009812,-0.0054656873,-0.027430741,-0.026218591,0.039023764,-0.17767684,0.156564,0.023616888,0.17933607,-0.0085010035,0.0013857194,0.09142698,-0.010930939,-0.054806508,-0.026212586,0.9999811,0.11289601,0.0717085,0.9998136
199,3.3333309,0.03998829,-0.10793636,0.15573622,-0.007238491,0.08032421,-0.0031661424,0.0008522941,0.054888044,0.0001111296,-0.012563992,-0.02815665,0.03996699,-0.10751914,0.15448925,-0.0144759705,0.15928054,-0.0063322,0.0014204892,0.091225736,0.0002222592,-0.025122697,-0.02814921,0.999431,0.438421,-0.016605578,0.9980671
200,3.3499975,0.039661914,-0.031319715,0.14851682,-0.015963484,0.065617315,-0.003188192,0.000859086,0.054621045,-0.0008848525,0.0156044625,-0.028812435,0.03964113,-0.031309478,0.14743441,-0.031916123,0.13048638,-0.006376297,0.001431809,0.090784416,-0.0017697031,0.031198796,-0.028804464,0.9725741,-0.22131692,0.014164484,0.9846073
201,3.3666642,0.039617237,0.045256477,0.13453783,-0.0051270537,0.051013045,-0.003012626,0.00085532025,0.054534856,0.00011607364,-0.0012897495,-0.02818094,0.039596524,0.045225605,0.13373193,-0.010253748,0.10167355,-0.006025179,0.0014255327,0.09064195,0.00023214729,-0.0025794932,-0.028173482,0.18792523,0.37349936,0.06033385,0.7114551
202,3.3833308,0.039368927,0.11861149,0.12484667,-0.0060227113,0.036225688,-0.0030356557,0.00083764945,0.05443396,0.0033287136,0.019639421,-0.026319671,0.039348602,0.11805837,0.124202035,-0.0120448405,0.07232487,-0.006071237,0.0013960814,0.09047517,0.006657329,0.039258655,-0.026313595,-0.9347528,-0.2778077,-0.0014046719,-0.07505859
203,3.3999975,0.03873054,0.09793615,0.117249474,0.007615776,0.011128206,-0.0036961157,0.0007861715,0.054560747,0.0021500706,-0.0018174369,-0.024795892,0.038711186,0.097624235,0.11671512,0.0152303735,0.022252737,-0.007392097,0.0013102852,0.09068475,0.0043001147,-0.0036348577,-0.02479081,-0.7845073,0.14177264,-0.016354414,-0.7480633
204,3.4166641,0.03855349,-0.057316627,0.1276312,0.0063536656,0.01689977,-0.0041227164,0.0007328606,0.05466642,0.0005150796,0.006397809,-0.025865499,0.0385344,-0.057253946,0.12694266,0.012706648,0.033786677,-0.008245246,0.0012214336,0.09085942,0.0010301588,0.012794919,-0.025859732,0.995424,-0.5602387,-0.112461895,0.78246343
205,3.4333308,0.038250685,-0.1945446,0.15085788,0.010796586,0.07307483,-0.0042249155,0.00072920776,0.05484547,-0.0058665583,-0.026419502,-0.029240398,0.03823204,-0.19212684,0.1497238,0.021589817,0.14511791,-0.00844963,0.0012153457,0.09115537,-0.011732578,-0.05278988,-0.029232068,0.99999344,0.13415657,0.08226965,0.99951714
206,3.4499974,0.03935495,-0.118454225,0.1511172,-0.0075502926,0.073900305,-0.003060916,0.0007457291,0.054718733,0.00041484786,-0.0107008815,-0.031348936,0.039334644,-0.11790329,0.1499773,-0.015099438,0.1467337,-0.0061217556,0.0012428812,0.09094589,0.00082969555,-0.021398496,-0.03133867,0.99973816,0.37372348,-0.025918012,0.9975541
207,3.466664,0.038994525,-0.04183401,0.14342222,-0.014981462,0.059215385,-0.0031432286,0.00074726576,0.054468308,-0.0011845706,0.013330836,-0.032174785,0.038974773,-0.041809626,0.14244685,-0.02995396,0.117880166,-0.0062863743,0.0012454422,0.09053195,-0.0023691368,0.026655355,-0.032163687,0.9875545,-0.1623213,0.02026915,0.97829455
208,3.4833307,0.039058194,0.03477662,0.12996742,-0.0057239374,0.04466151,-0.0029081947,0.0007393386,0.054372348,0.00024560688,0.00038340315,-0.03171327,0.039038345,0.034762606,0.12924054,-0.011447375,0.08908622,-0.0058163237,0.0012322303,0.09037333,0.0004912137,0.00076680613,-0.03170264,0.52823573,0.3226751,0.04824823,0.6381932
209,3.4999974,0.03881175,0.10992743,0.119969204,-0.0054576844,0.030975474,-0.0029569257,0.00071812724,0.054281007,0.0027581481,0.018000847,-0.029991861,0.038792275,0.10948677,0.11939694,-0.010914936,0.061871815,-0.0059137824,0.0011968781,0.09022233,0.0055162404,0.035986148,-0.029982872,-0.8755225,-0.23067603,0.005601854,-0.23412548
210,3.516664,0.038137794,0.1300426,0.11325975,0.007042904,0.023296693,-0.003504178,0.00068084797,0.054398116,0.0021441753,-0.00035689585,-0.027929895,0.038119312,0.12931447,0.112777926,0.0140848765,0.0465597,-0.0070082415,0.0011347461,0.090415925,0.0042883246,-0.0007137916,-0.027922634,-0.9516659,0.17169823,0.021804214,-0.6960548
211,3.5333307,0.037909105,-0.018110951,0.12667622,0.006795059,0.04113511,-0.00392961,0.00065273006,0.054510914,0.002601045,0.00903113,-0.028345915,0.037890956,-0.018108971,0.12600295,0.013589282,0.08208511,-0.007859058,0.0010878829,0.09060238,0.005202043,0.018060297,-0.028338324,0.9604427,-0.6137579,-0.12934098,0.90949225
212,3.5499973,0.03757286,-0.17537251,0.14900438,0.013066678,0.091724075,-0.0044456907,0.00066222454,0.05472769,-0.005359211,-0.027573762,-0.031399842,0.03755519,-0.17359647,0.14791134,0.02612741,0.1814176,-0.008891147,0.001103707,0.09096069,-0.010718011,-0.055091687,-0.031389527,0.99998254,0.10823657,0.07684468,0.9998049
213,3.566664,0.038529642,-0.1034722,0.14697063,-0.006081765,0.081852585,-0.0033823543,0.0006805132,0.054625418,0.0004616133,-0.0129364105,-0.033255108,0.038510587,-0.1031045,0.14592148,-0.01216293,0.16225828,-0.006764605,0.0011341881,0.09079165,0.0009232263,-0.025867049,-0.033242855,0.9994516,0.44892287,-0.022445276,0.99800825
214,3.5833306,0.038153112,-0.026853237,0.13979878,-0.015065382,0.06714639,-0.0034739436,0.00068365544,0.054373562,-0.000968016,0.015907776,-0.03382819,0.03813461,-0.026846785,0.13889511,-0.030121649,0.13349126,-0.0069477754,0.0011394252,0.09037534,-0.0019360295,0.031804822,-0.033815295,0.97285455,-0.22587053,0.013004881,0.9845177
215,3.5999973,0.03816083,0.049726374,0.125707,-0.0040183137,0.05254726,-0.0032818753,0.00067659194,0.054305993,-0.000009004434,-0.0013487265,-0.03311393,0.038142316,0.04968543,0.12504901,-0.008036454,0.104709305,-0.0065636565,0.0011276527,0.09026364,-0.000018008868,-0.0026974464,-0.03310183,0.18540552,0.3789281,0.05728368,0.70666856
216,3.616664,0.03797286,0.12311602,0.115992635,-0.0049549295,0.037778445,-0.0032800883,0.00065612135,0.05422299,0.0030718427,0.019877965,-0.031169372,0.037954617,0.12249772,0.11547522,-0.009909535,0.075413436,-0.0065600825,0.0010935351,0.090126425,0.006143608,0.039734997,-0.031159282,-0.9350972,-0.281487,-0.0033047078,-0.07668277
217,3.6333306,0.037399344,0.10213787,0.10842336,0.008849215,0.012943434,-0.0038895807,0.0006030247,0.054370344,0.0018663394,-0.0018752068,-0.029567417,0.037381917,0.10178418,0.10800049,0.017696582,0.025881086,-0.0077790045,0.0010050407,0.090370014,0.0037326615,-0.003750396,-0.029558804,-0.78448695,0.14309214,-0.015625188,-0.7478015
218,3.6499972,0.037252966,-0.053156476,0.11880711,0.0075469874,0.018829852,-0.004259886,0.00054913096,0.05449594,0.00035760773,0.006410363,-0.030559557,0.037235744,-0.05310647,0.11825125,0.015092828,0.037641913,-0.008519567,0.00091521797,0.090577625,0.00071521534,0.012820024,-0.030550048,0.99547404,-0.5635641,-0.106907725,0.7866241
219,3.666664,0.036990486,-0.1903823,0.1420033,0.011998629,0.074986234,-0.004330839,0.00054525543,0.05469523,-0.005672842,-0.026612766,-0.0338569,0.036973625,-0.188115,0.14105643,0.023992654,0.14885812,-0.008661461,0.0009087588,0.09090704,-0.0113451965,-0.053175326,-0.033843968,0.99999374,0.13209803,0.08589268,0.99952996
220,3.6833305,0.038085673,-0.114283614,0.14220652,-0.0064824675,0.07551279,-0.003205278,0.0005606676,0.054586496,0.00074375607,-0.010964125,-0.035887744,0.03806727,-0.11378866,0.14125562,-0.012964209,0.14988773,-0.006410468,0.00093444565,0.090727314,0.0014875111,-0.021924736,-0.035872344,0.99974334,0.38275668,-0.03091798,0.9975611
